name,category,source_item,source
Chamber Jazz,music,,dariusk/corpora music
Chicago House,music,,dariusk/corpora music
Chill Out,music,,dariusk/corpora music
Chillwave,music,,dariusk/corpora music
Chinese Rock,music,,dariusk/corpora music
Chiptune,music,,dariusk/corpora music
Christian Metal,music,,dariusk/corpora music
Christian Punk,music,,dariusk/corpora music
Christian Rock,music,,dariusk/corpora music
Classic Trance,music,,dariusk/corpora music
Coldwave,music,,dariusk/corpora music
Contemporary Folk,music,,dariusk/corpora music
Continental Jazz,music,,dariusk/corpora music
Cool Jazz,music,,dariusk/corpora music
Cosmic Disco,music,,dariusk/corpora music
Cowpunk,music,,dariusk/corpora music
Crossover Jazz,music,,dariusk/corpora music
Crossover Thrash,music,,dariusk/corpora music
Crunk,music,,dariusk/corpora music
Crust Punk,music,,dariusk/corpora music
Crustgrind,music,,dariusk/corpora music
Cybergrind,music,,dariusk/corpora music
D-Beat,music,,dariusk/corpora music
Dance-Pop,music,,dariusk/corpora music
Dance-Punk,music,,dariusk/corpora music
Dance-Rock,music,,dariusk/corpora music
Dark Ambient,music,,dariusk/corpora music
Dark Cabaret,music,,dariusk/corpora music
Dark Electro,music,,dariusk/corpora music
Dark Psytrance,music,,dariusk/corpora music
Dark Wave,music,,dariusk/corpora music
Darkcore,music,,dariusk/corpora music
Darkside Jungle,music,,dariusk/corpora music
Darkstep,music,,dariusk/corpora music
Death Industrial,music,,dariusk/corpora music
Death Metal,music,,dariusk/corpora music
Deathcore,music,,dariusk/corpora music
Deathrock,music,,dariusk/corpora music
Deep House,music,,dariusk/corpora music
Desert Rock,music,,dariusk/corpora music
Detroit Techno,music,,dariusk/corpora music
Digital Hardcore,music,,dariusk/corpora music
Disco House,music,,dariusk/corpora music
Disco Polo,music,,dariusk/corpora music
Disco,music,,dariusk/corpora music
Diva House,music,,dariusk/corpora music
Dixieland,music,,dariusk/corpora music
Djent,music,,dariusk/corpora music
Doom Metal,music,,dariusk/corpora music
Doomcore,music,,dariusk/corpora music
Downtempo,music,,dariusk/corpora music
Dream House,music,,dariusk/corpora music
Dream Pop,music,,dariusk/corpora music
Dream Trance,music,,dariusk/corpora music
Drone Metal,music,,dariusk/corpora music
Drone,music,,dariusk/corpora music
Drum And Bass,music,,dariusk/corpora music
Drumfunk,music,,dariusk/corpora music
Drumstep,music,,dariusk/corpora music
Dub,music,,dariusk/corpora music
Dubstep,music,,dariusk/corpora music
Dubstyle,music,,dariusk/corpora music
Dubtronica,music,,dariusk/corpora music
Dunedin Sound,music,,dariusk/corpora music
Dutch House,music,,dariusk/corpora music
Edm,music,,dariusk/corpora music
Electro Backbeat,music,,dariusk/corpora music
Electro House,music,,dariusk/corpora music
Electro-Grime,music,,dariusk/corpora music
Electro-Industrial,music,,dariusk/corpora music
Electro,music,,dariusk/corpora music
Electroacoustic,music,,dariusk/corpora music
Electroclash,music,,dariusk/corpora music
Electronic Art Music,music,,dariusk/corpora music
Electronic Rock,music,,dariusk/corpora music
Electronica,music,,dariusk/corpora music
Electronicore,music,,dariusk/corpora music
Electropop,music,,dariusk/corpora music
Electropunk,music,,dariusk/corpora music
Emo,music,,dariusk/corpora music
Epic Doom,music,,dariusk/corpora music
Ethereal Wave,music,,dariusk/corpora music
Ethnic Electronica,music,,dariusk/corpora music
Euro Disco,music,,dariusk/corpora music
Eurobeat,music,,dariusk/corpora music
Eurodance,music,,dariusk/corpora music
European Free Jazz,music,,dariusk/corpora music
Europop,music,,dariusk/corpora music
Experimental Rock,music,,dariusk/corpora music
Filk,music,,dariusk/corpora music
Florida Breaks,music,,dariusk/corpora music
Folk Metal,music,,dariusk/corpora music
Folk Punk,music,,dariusk/corpora music
Folk Rock,music,,dariusk/corpora music
Folk,music,,dariusk/corpora music
Folktronica,music,,dariusk/corpora music
Freak Folk,music,,dariusk/corpora music
Freakbeat,music,,dariusk/corpora music
Free Tekno,music,,dariusk/corpora music
Freestyle House,music,,dariusk/corpora music
Freestyle,music,,dariusk/corpora music
French House,music,,dariusk/corpora music
Full On,music,,dariusk/corpora music
Funeral Doom,music,,dariusk/corpora music
Funk Metal,music,,dariusk/corpora music
Funky House,music,,dariusk/corpora music
Funky,music,,dariusk/corpora music
Futurepop,music,,dariusk/corpora music
Gabber,music,,dariusk/corpora music
Garage Punk,music,,dariusk/corpora music
Garage Rock,music,,dariusk/corpora music
Ghetto House,music,,dariusk/corpora music
Ghettotech,music,,dariusk/corpora music
Glam Metal,music,,dariusk/corpora music
Glam Rock,music,,dariusk/corpora music
Glitch,music,,dariusk/corpora music
Goregrind,music,,dariusk/corpora music
Gothic Metal,music,,dariusk/corpora music
Gothic Rock,music,,dariusk/corpora music
Grime,music,,dariusk/corpora music
Grindcore,music,,dariusk/corpora music
Groove Metal,music,,dariusk/corpora music
Grunge,music,,dariusk/corpora music
Happy Hardcore,music,,dariusk/corpora music
Hard Bop,music,,dariusk/corpora music
Hard Nrg,music,,dariusk/corpora music
Hard Rock,music,,dariusk/corpora music
Hard Trance,music,,dariusk/corpora music
Hardbag,music,,dariusk/corpora music
Hardcore Punk,music,,dariusk/corpora music
Hardcore/Hard Dance,music,,dariusk/corpora music
Hardstep,music,,dariusk/corpora music
Hardstyle,music,,dariusk/corpora music
Heavy Metal,music,,dariusk/corpora music
Hi-Nrg,music,,dariusk/corpora music
Hip House,music,,dariusk/corpora music
Horror Punk,music,,dariusk/corpora music
House,music,,dariusk/corpora music
Idm,music,,dariusk/corpora music
Illbient,music,,dariusk/corpora music
Indie Folk,music,,dariusk/corpora music
Indie Pop,music,,dariusk/corpora music
Indie Rock,music,,dariusk/corpora music
Indietronica,music,,dariusk/corpora music
Industrial Folk,music,,dariusk/corpora music
Industrial Metal,music,,dariusk/corpora music
Industrial Rock,music,,dariusk/corpora music
Industrial,music,,dariusk/corpora music
Intelligent Drum And Bass,music,,dariusk/corpora music
Italo Dance,music,,dariusk/corpora music
Italo Disco,music,,dariusk/corpora music
Italo House,music,,dariusk/corpora music
Japanoise,music,,dariusk/corpora music
Jazz Blues,music,,dariusk/corpora music
Jazz Fusion,music,,dariusk/corpora music
Jazz Rap,music,,dariusk/corpora music
Jazz Rock,music,,dariusk/corpora music
Jazz-Funk,music,,dariusk/corpora music
Jump-Up,music,,dariusk/corpora music
Jumpstyle,music,,dariusk/corpora music
Krautrock,music,,dariusk/corpora music
Laptronica,music,,dariusk/corpora music
Latin House,music,,dariusk/corpora music
Latin Jazz,music,,dariusk/corpora music
Liquid Funk,music,,dariusk/corpora music
Livetronica,music,,dariusk/corpora music
Lowercase,music,,dariusk/corpora music
Lo-Fi,music,,dariusk/corpora music
Madchester,music,,dariusk/corpora music
Mainstream Jazz,music,,dariusk/corpora music
Makina,music,,dariusk/corpora music
Math Rock,music,,dariusk/corpora music
Mathcore,music,,dariusk/corpora music
Medieval Metal,music,,dariusk/corpora music
Melodic Death Metal,music,,dariusk/corpora music
Metalcore,music,,dariusk/corpora music
Minimal House/Microhouse,music,,dariusk/corpora music
Minimal,music,,dariusk/corpora music
Modal Jazz,music,,dariusk/corpora music
Moombahton,music,,dariusk/corpora music
Neo-Bop Jazz,music,,dariusk/corpora music
Neo-Psychedelia,music,,dariusk/corpora music
Neo-Swing,music,,dariusk/corpora music
Neofolk,music,,dariusk/corpora music
Neurofunk,music,,dariusk/corpora music
New Beat,music,,dariusk/corpora music
New Jack Swing,music,,dariusk/corpora music
New Prog,music,,dariusk/corpora music
New Rave,music,,dariusk/corpora music
New Wave,music,,dariusk/corpora music
New-Age,music,,dariusk/corpora music
Nintendocore,music,,dariusk/corpora music
No Wave,music,,dariusk/corpora music
Noise Pop,music,,dariusk/corpora music
Noise Rock,music,,dariusk/corpora music
Noise,music,,dariusk/corpora music
Noisegrind,music,,dariusk/corpora music
Nortec,music,,dariusk/corpora music
Novelty Ragtime,music,,dariusk/corpora music
Nu Jazz,music,,dariusk/corpora music
Nu Metal,music,,dariusk/corpora music
Nu Skool Breaks,music,,dariusk/corpora music
Nu-Disco,music,,dariusk/corpora music
Oldschool Jungle,music,,dariusk/corpora music
Orchestral Jazz,music,,dariusk/corpora music
Orchestral Uplifting,music,,dariusk/corpora music
Paisley Underground,music,,dariusk/corpora music
Pop Punk,music,,dariusk/corpora music
Pop Rock,music,,dariusk/corpora music
Post-Bop,music,,dariusk/corpora music
Post-Britpop,music,,dariusk/corpora music
Post-Disco,music,,dariusk/corpora music
Post-Grunge,music,,dariusk/corpora music
Post-Hardcore,music,,dariusk/corpora music
Post-Metal,music,,dariusk/corpora music
Post-Punk Revival,music,,dariusk/corpora music
Post-Punk,music,,dariusk/corpora music
Post-Rock,music,,dariusk/corpora music
Power Electronics,music,,dariusk/corpora music
Power Metal,music,,dariusk/corpora music
Power Noise,music,,dariusk/corpora music
Power Pop,music,,dariusk/corpora music
Powerviolence,music,,dariusk/corpora music
Progressive Breaks,music,,dariusk/corpora music
Progressive Drum & Bass,music,,dariusk/corpora music
Progressive Folk,music,,dariusk/corpora music
Progressive House,music,,dariusk/corpora music
Progressive Metal,music,,dariusk/corpora music
Progressive Rock,music,,dariusk/corpora music
Progressive Techno,music,,dariusk/corpora music
Progressive,music,,dariusk/corpora music
Psybreaks,music,,dariusk/corpora music
Psychedelic Folk,music,,dariusk/corpora music
Psychedelic Rock,music,,dariusk/corpora music
Psychedelic Trance,music,,dariusk/corpora music
Psychobilly,music,,dariusk/corpora music
Psyprog,music,,dariusk/corpora music
Punk Jazz,music,,dariusk/corpora music
Punk Rock,music,,dariusk/corpora music
Raga Rock,music,,dariusk/corpora music
Ragga-Jungle,music,,dariusk/corpora music
Raggacore,music,,dariusk/corpora music
Ragtime,music,,dariusk/corpora music
Rap Metal,music,,dariusk/corpora music
Rap Rock,music,,dariusk/corpora music
Rapcore,music,,dariusk/corpora music
Riot Grrrl,music,,dariusk/corpora music
Rock And Roll,music,,dariusk/corpora music
Rock In Opposition,music,,dariusk/corpora music
Sadcore,music,,dariusk/corpora music
Sambass,music,,dariusk/corpora music
Screamo,music,,dariusk/corpora music
Shibuya-Kei,music,,dariusk/corpora music
Shoegaze,music,,dariusk/corpora music
Ska Jazz,music,,dariusk/corpora music
Ska Punk,music,,dariusk/corpora music
Skate Punk,music,,dariusk/corpora music
Skweee,music,,dariusk/corpora music
Slowcore,music,,dariusk/corpora music
Sludge Metal,music,,dariusk/corpora music
Smooth Jazz,music,,dariusk/corpora music
Soft Rock,music,,dariusk/corpora music
Soul Jazz,music,,dariusk/corpora music
Sound Art,music,,dariusk/corpora music
Southern Rock,music,,dariusk/corpora music
Space Disco,music,,dariusk/corpora music
Space House,music,,dariusk/corpora music
Space Rock,music,,dariusk/corpora music
Speed Garage,music,,dariusk/corpora music
Speed Metal,music,,dariusk/corpora music
Speedcore,music,,dariusk/corpora music
Stoner Rock,music,,dariusk/corpora music
Straight-Ahead Jazz,music,,dariusk/corpora music
Street Punk,music,,dariusk/corpora music
Stride Jazz,music,,dariusk/corpora music
Sufi Rock,music,,dariusk/corpora music
Sung Poetry,music,,dariusk/corpora music
Suomisaundi,music,,dariusk/corpora music
Surf Rock,music,,dariusk/corpora music
Swing House,music,,dariusk/corpora music
Swing,music,,dariusk/corpora music
Symphonic Metal,music,,dariusk/corpora music
Synthcore,music,,dariusk/corpora music
Synthpop,music,,dariusk/corpora music
Synthpunk,music,,dariusk/corpora music
Tech House,music,,dariusk/corpora music
Tech Trance,music,,dariusk/corpora music
Technical Death Metal,music,,dariusk/corpora music
Techno-Dnb,music,,dariusk/corpora music
Techno-Folk,music,,dariusk/corpora music
Techno,music,,dariusk/corpora music
Technopop,music,,dariusk/corpora music
Techstep,music,,dariusk/corpora music
Tecno Brega,music,,dariusk/corpora music
Terrorcore,music,,dariusk/corpora music
Third Stream,music,,dariusk/corpora music
Thrash Metal,music,,dariusk/corpora music
Thrashcore,music,,dariusk/corpora music
Toytown Techno,music,,dariusk/corpora music
Trad Jazz,music,,dariusk/corpora music
Traditional Doom,music,,dariusk/corpora music
Trance,music,,dariusk/corpora music
Trap,music,,dariusk/corpora music
Tribal House,music,,dariusk/corpora music
Trip Hop,music,,dariusk/corpora music
Turbofolk,music,,dariusk/corpora music
Twee Pop,music,,dariusk/corpora music
Uplifting Trance,music,,dariusk/corpora music
Vaporwave,music,,dariusk/corpora music
Viking Metal,music,,dariusk/corpora music
Vocal House,music,,dariusk/corpora music
Vocal Jazz,music,,dariusk/corpora music
Vocal Trance,music,,dariusk/corpora music
West Coast Jazz,music,,dariusk/corpora music
Western,music,,dariusk/corpora music
Witch House/Drag,music,,dariusk/corpora music
World Fusion,music,,dariusk/corpora music
Worldbeat,music,,dariusk/corpora music
Yacht Rock,music,,dariusk/corpora music
Yorkshire Bleeps And Bass,music,,dariusk/corpora music
18xx,games,,dariusk/corpora games
221b Baker Street,games,,dariusk/corpora games
30 Seconds,games,,dariusk/corpora games
About Time,games,,dariusk/corpora games
Acquire,games,,dariusk/corpora games
Acronymble,games,,dariusk/corpora games
Adel Verpflichtet,games,,dariusk/corpora games
Afrikan TÄHti,games,,dariusk/corpora games
Agricola,games,,dariusk/corpora games
Air Charter,games,,dariusk/corpora games
Aksharit,games,,dariusk/corpora games
Aladdin'S Dragons,games,,dariusk/corpora games
Alhambra,games,,dariusk/corpora games
Alias,games,,dariusk/corpora games
Amun-Re,games,,dariusk/corpora games
Arkham Horror,games,,dariusk/corpora games
Articulate!,games,,dariusk/corpora games
Ashta Chamma,games,,dariusk/corpora games
Auf Achse,games,,dariusk/corpora games
Australia,games,,dariusk/corpora games
Azul,games,,dariusk/corpora games
Bailout! The Game,games,,dariusk/corpora games
Balderdash,games,,dariusk/corpora games
Barbarossa,games,,dariusk/corpora games
Battlestar Galactica,games,,dariusk/corpora games
Bezzerwizzer,games,,dariusk/corpora games
Blankety Blank,games,,dariusk/corpora games
Blokus,games,,dariusk/corpora games
(This Game Is) Bonkers!,games,,dariusk/corpora games
Brain Chain,games,,dariusk/corpora games
Brainstorm,games,,dariusk/corpora games
Break The Safe,games,,dariusk/corpora games
Buccaneer,games,,dariusk/corpora games
Clue,games,,dariusk/corpora games
Camel Up,games,,dariusk/corpora games
Candy Land,games,,dariusk/corpora games
Can'T Stop,games,,dariusk/corpora games
Capitol,games,,dariusk/corpora games
Carcassonne,games,,dariusk/corpora games
Careers,games,,dariusk/corpora games
Caribbean,games,,dariusk/corpora games
Cartagena,games,,dariusk/corpora games
Caylus,games,,dariusk/corpora games
Chinese Chequers,games,,dariusk/corpora games
Chromino,games,,dariusk/corpora games
Cirkis,games,,dariusk/corpora games
Civilization,games,,dariusk/corpora games
Clans,games,,dariusk/corpora games
Clue/Cluedo,games,,dariusk/corpora games
Codenames,games,,dariusk/corpora games
Coin Hopping—Washington D.C.,games,,dariusk/corpora games
Colt Express,games,,dariusk/corpora games
Concept,games,,dariusk/corpora games
Conspiracy,games,,dariusk/corpora games
Cosmic Encounter,games,,dariusk/corpora games
Cranium,games,,dariusk/corpora games
Crosstrack,games,,dariusk/corpora games
Dark Tower,games,,dariusk/corpora games
Dead Of Winter: A Cross Roads Game,games,,dariusk/corpora games
Diamant,games,,dariusk/corpora games
Dixit,games,,dariusk/corpora games
Domaine,games,,dariusk/corpora games
Dominion,games,,dariusk/corpora games
Don'T Miss The Boat,games,,dariusk/corpora games
Don'T Quote Me,games,,dariusk/corpora games
Dorn,games,,dariusk/corpora games
Drunter Und DrÜBer,games,,dariusk/corpora games
Dune,games,,dariusk/corpora games
Dungeons & Dragons,games,,dariusk/corpora games
El Grande,games,,dariusk/corpora games
Elfenland,games,,dariusk/corpora games
Enchanted Forest,games,,dariusk/corpora games
Entdecker,games,,dariusk/corpora games
Escape From Atlantis,games,,dariusk/corpora games
Evo,games,,dariusk/corpora games
Farlander,games,,dariusk/corpora games
Fictionary,games,,dariusk/corpora games
Figure It Out,games,,dariusk/corpora games
Fireball Island,games,,dariusk/corpora games
Focus,games,,dariusk/corpora games
Fresco,games,,dariusk/corpora games
Game For Fame,games,,dariusk/corpora games
Gifttrap,games,,dariusk/corpora games
Giganten,games,,dariusk/corpora games
Girl Talk,games,,dariusk/corpora games
Glasnost The Game,games,,dariusk/corpora games
Great Train Robbery,games,,dariusk/corpora games
Gridiron Master,games,,dariusk/corpora games
Halma,games,,dariusk/corpora games
History Of The World,games,,dariusk/corpora games
Hooop!,games,,dariusk/corpora games
Husker Du?,games,,dariusk/corpora games
I'M The Boss!,games,,dariusk/corpora games
Imperial,games,,dariusk/corpora games
Indigo,games,,dariusk/corpora games
Ingenious,games,,dariusk/corpora games
Inkan Aarre,games,,dariusk/corpora games
Java,games,,dariusk/corpora games
Journey Through Europe,games,,dariusk/corpora games
Junta,games,,dariusk/corpora games
Kill Doctor Lucky,games,,dariusk/corpora games
Kingdoms,games,,dariusk/corpora games
Landslide,games,,dariusk/corpora games
Las Vegas,games,,dariusk/corpora games
Le Havre,games,,dariusk/corpora games
The Game Of Life,games,,dariusk/corpora games
Logo Board Game,games,,dariusk/corpora games
The London Game,games,,dariusk/corpora games
Lords Of Waterdeep,games,,dariusk/corpora games
Lost Cities,games,,dariusk/corpora games
LÖWenherz,games,,dariusk/corpora games
Luck Of The Draw,games,,dariusk/corpora games
Die Macher,games,,dariusk/corpora games
The Mad Magazine Game,games,,dariusk/corpora games
The Magic Labyrinth,games,,dariusk/corpora games
Mahjong,games,,dariusk/corpora games
Malefiz,games,,dariusk/corpora games
Mall Madness,games,,dariusk/corpora games
Manhattan,games,,dariusk/corpora games
Master Labyrinth,games,,dariusk/corpora games
Masterpiece,games,,dariusk/corpora games
Medici,games,,dariusk/corpora games
Medina,games,,dariusk/corpora games
Mensch äRgere Dich Nicht,games,,dariusk/corpora games
Merchant Of Venus,games,,dariusk/corpora games
Mexica,games,,dariusk/corpora games
Mine A Million,games,,dariusk/corpora games
Modern Art,games,,dariusk/corpora games
Mutant Meeples,games,,dariusk/corpora games
Near And Far,games,,dariusk/corpora games
Niagara,games,,dariusk/corpora games
Okey,games,,dariusk/corpora games
Omega Virus,games,,dariusk/corpora games
Ouija,games,,dariusk/corpora games
Outrage!,games,,dariusk/corpora games
Pack & Stack,games,,dariusk/corpora games
Pandemic,games,,dariusk/corpora games
Parcheesi,games,,dariusk/corpora games
ParquÉS,games,,dariusk/corpora games
Pay Day,games,,dariusk/corpora games
Personal Preference,games,,dariusk/corpora games
Pictionary,games,,dariusk/corpora games
Pirate'S Cove,games,,dariusk/corpora games
Power Grid,games,,dariusk/corpora games
Primordial Soup,games,,dariusk/corpora games
Princes Of Florence,games,,dariusk/corpora games
Puerto Rico,games,,dariusk/corpora games
Puzzle,games,,dariusk/corpora games
Qin,games,,dariusk/corpora games
Quoridor,games,,dariusk/corpora games
Qwirkle,games,,dariusk/corpora games
Rail Baron,games,,dariusk/corpora games
Rappakalja,games,,dariusk/corpora games
Razzia,games,,dariusk/corpora games
The Really Nasty Horse Racing Game,games,,dariusk/corpora games
Ricochet Robots,games,,dariusk/corpora games
"Rivers, Roads & Rails",games,,dariusk/corpora games
Roborally,games,,dariusk/corpora games
Roulette,games,,dariusk/corpora games
Rummikub,games,,dariusk/corpora games
Rummoli,games,,dariusk/corpora games
Saint Petersburg,games,,dariusk/corpora games
Samurai,games,,dariusk/corpora games
San Marco,games,,dariusk/corpora games
Scattergories,games,,dariusk/corpora games
Scene It,games,,dariusk/corpora games
Scotland Yard,games,,dariusk/corpora games
Scoundrels Of Skullport,games,,dariusk/corpora games
Scrabble,games,,dariusk/corpora games
Sequence,games,,dariusk/corpora games
The Settlers Of Catan,games,,dariusk/corpora games
Shadows Over Camelot,games,,dariusk/corpora games
Sherlock Holmes: Consulting Detective,games,,dariusk/corpora games
Skirrid,games,,dariusk/corpora games
Small World,games,,dariusk/corpora games
Snakes And Ladders,games,,dariusk/corpora games
Sorry!,games,,dariusk/corpora games
Splendor,games,,dariusk/corpora games
Squatter,games,,dariusk/corpora games
Stock Ticker,games,,dariusk/corpora games
Taj Mahal,games,,dariusk/corpora games
Take It Easy,games,,dariusk/corpora games
Take Off!,games,,dariusk/corpora games
Take The Galaxy,games,,dariusk/corpora games
Terra Mystica,games,,dariusk/corpora games
Through The Desert,games,,dariusk/corpora games
Thurn And Taxis,games,,dariusk/corpora games
Ticket To Ride,games,,dariusk/corpora games
Tigris And Euphrates,games,,dariusk/corpora games
Tikal,games,,dariusk/corpora games
Timberland,games,,dariusk/corpora games
Time'S Up!,games,,dariusk/corpora games
Top Secret Spies,games,,dariusk/corpora games
Torres,games,,dariusk/corpora games
Totopoly,games,,dariusk/corpora games
Tracks To Telluride,games,,dariusk/corpora games
Transamerica,games,,dariusk/corpora games
Trivia Crack,games,,dariusk/corpora games
Trivial Pursuit,games,,dariusk/corpora games
Trouble,games,,dariusk/corpora games
Twilight Imperium,games,,dariusk/corpora games
Twin Tin Bots,games,,dariusk/corpora games
Ubongo,games,,dariusk/corpora games
Upwords,games,,dariusk/corpora games
Vanished Planet,games,,dariusk/corpora games
Vinci,games,,dariusk/corpora games
Yahtzee,games,,dariusk/corpora games
Yut,games,,dariusk/corpora games
Zombies!!!,games,,dariusk/corpora games
Zoophoria,games,,dariusk/corpora games
Abstract Expressionism,art,,dariusk/corpora art
Academic,art,,dariusk/corpora art
Action Painting,art,,dariusk/corpora art
Aestheticism,art,,dariusk/corpora art
Art Deco,art,,dariusk/corpora art
Art Nouveau,art,,dariusk/corpora art
Avant-Garde,art,,dariusk/corpora art
Barbizon School,art,,dariusk/corpora art
Baroque,art,,dariusk/corpora art
Bauhaus,art,,dariusk/corpora art
Biedermeier,art,,dariusk/corpora art
Caravaggisti,art,,dariusk/corpora art
Carolingian,art,,dariusk/corpora art
Classicism,art,,dariusk/corpora art
Cloisonnism,art,,dariusk/corpora art
Cobra,art,,dariusk/corpora art
Color Field Painting,art,,dariusk/corpora art
Conceptual Art,art,,dariusk/corpora art
Cubism,art,,dariusk/corpora art
Cubo-Futurism,art,,dariusk/corpora art
Dada,art,,dariusk/corpora art
Dadaism,art,,dariusk/corpora art
De Stijl,art,,dariusk/corpora art
Deformalism,art,,dariusk/corpora art
Der Blaue Reiter,art,,dariusk/corpora art
Die BrÜCke,art,,dariusk/corpora art
Divisionism,art,,dariusk/corpora art
Eclecticism,art,,dariusk/corpora art
Ego-Futurism,art,,dariusk/corpora art
Existentialism,art,,dariusk/corpora art
Expressionism,art,,dariusk/corpora art
Fauvism,art,,dariusk/corpora art
Fluxus,art,,dariusk/corpora art
Formalism,art,,dariusk/corpora art
Futurism,art,,dariusk/corpora art
Geometric Abstraction,art,,dariusk/corpora art
Gothic Art,art,,dariusk/corpora art
GrÜNderzeit,art,,dariusk/corpora art
Hard-Edge Painting,art,,dariusk/corpora art
Historicism,art,,dariusk/corpora art
Hudson River School,art,,dariusk/corpora art
Humanism,art,,dariusk/corpora art
Hyperrealism,art,,dariusk/corpora art
Idealism,art,,dariusk/corpora art
Illusionism,art,,dariusk/corpora art
Immagine&Poesia,art,,dariusk/corpora art
Impressionism,art,,dariusk/corpora art
Incoherents,art,,dariusk/corpora art
Installation Art,art,,dariusk/corpora art
International Gothic,art,,dariusk/corpora art
Intervention Art,art,,dariusk/corpora art
Jugendstil,art,,dariusk/corpora art
Kinetic Art,art,,dariusk/corpora art
Land Art,art,,dariusk/corpora art
Les Nabis,art,,dariusk/corpora art
Lettrism,art,,dariusk/corpora art
Lowbrow,art,,dariusk/corpora art
Luminism,art,,dariusk/corpora art
Lyrical Abstraction,art,,dariusk/corpora art
Mail Art,art,,dariusk/corpora art
Manierism,art,,dariusk/corpora art
Mannerism,art,,dariusk/corpora art
Maximalism,art,,dariusk/corpora art
Merovingian,art,,dariusk/corpora art
Metaphysical Art,art,,dariusk/corpora art
Minimalism,art,,dariusk/corpora art
Modern Art,art,,dariusk/corpora art
Modernism,art,,dariusk/corpora art
Monumentalism,art,,dariusk/corpora art
Multiculturalism,art,,dariusk/corpora art
Naturalism,art,,dariusk/corpora art
Neo-Classicism,art,,dariusk/corpora art
Neo-Dada,art,,dariusk/corpora art
Neo-Expressionism,art,,dariusk/corpora art
Neo-Fauvism,art,,dariusk/corpora art
Neo-Geo,art,,dariusk/corpora art
Neo-Impressionism,art,,dariusk/corpora art
Neo-Minimalism,art,,dariusk/corpora art
Neoclassicism,art,,dariusk/corpora art
Neoism,art,,dariusk/corpora art
Neue Slowenische Kunst,art,,dariusk/corpora art
New Media Art,art,,dariusk/corpora art
New Objectivity,art,,dariusk/corpora art
Nonconformism,art,,dariusk/corpora art
Nouveau Realisme,art,,dariusk/corpora art
Op Art,art,,dariusk/corpora art
Orphism,art,,dariusk/corpora art
Ottonian,art,,dariusk/corpora art
Outsider Art,art,,dariusk/corpora art
Performance Art,art,,dariusk/corpora art
Perspectivism,art,,dariusk/corpora art
Photorealism,art,,dariusk/corpora art
Pointilism,art,,dariusk/corpora art
Pop Art,art,,dariusk/corpora art
Post-Conceptualism,art,,dariusk/corpora art
Post-Impressionism,art,,dariusk/corpora art
Post-Minimalism,art,,dariusk/corpora art
Post-Painterly Abstraction,art,,dariusk/corpora art
Post-Structuralism,art,,dariusk/corpora art
Postminimalism,art,,dariusk/corpora art
Postmodern Art,art,,dariusk/corpora art
Postmodernism,art,,dariusk/corpora art
Pre-Raphaelites,art,,dariusk/corpora art
Precisionism,art,,dariusk/corpora art
Primitivism,art,,dariusk/corpora art
Purism,art,,dariusk/corpora art
Rayonism,art,,dariusk/corpora art
Realism,art,,dariusk/corpora art
Relational Art,art,,dariusk/corpora art
Remodernism,art,,dariusk/corpora art
Renaissance,art,,dariusk/corpora art
Rococo,art,,dariusk/corpora art
Romanesque,art,,dariusk/corpora art
Romanticism,art,,dariusk/corpora art
Russian Futurism,art,,dariusk/corpora art
Russian Symbolism,art,,dariusk/corpora art
Scuola Romana,art,,dariusk/corpora art
Secularism,art,,dariusk/corpora art
Situationist International,art,,dariusk/corpora art
Social Realism,art,,dariusk/corpora art
Socialist Realism,art,,dariusk/corpora art
Sound Art,art,,dariusk/corpora art
Street Art,art,,dariusk/corpora art
Structuralism,art,,dariusk/corpora art
Stuckism International,art,,dariusk/corpora art
Stuckism,art,,dariusk/corpora art
Superflat,art,,dariusk/corpora art
Superstroke,art,,dariusk/corpora art
Suprematism,art,,dariusk/corpora art
Surrealism,art,,dariusk/corpora art
Symbolism,art,,dariusk/corpora art
Synchromism,art,,dariusk/corpora art
Synthetism,art,,dariusk/corpora art
Systems Art,art,,dariusk/corpora art
Tachism,art,,dariusk/corpora art
Tachisme,art,,dariusk/corpora art
Tonalism,art,,dariusk/corpora art
Video Art,art,,dariusk/corpora art
Video Game Art,art,,dariusk/corpora art
Vorticism,art,,dariusk/corpora art
Young British Artists,art,,dariusk/corpora art
The Godfather (1972),film,,dariusk/corpora film
Schindler'S List (1993),film,,dariusk/corpora film
Raging Bull (1980),film,,dariusk/corpora film
Casablanca (1942),film,,dariusk/corpora film
Citizen Kane (1941),film,,dariusk/corpora film
Gone With The Wind (1939),film,,dariusk/corpora film
The Wizard Of Oz (1939),film,,dariusk/corpora film
One Flew Over The Cuckoo'S Nest (1975),film,,dariusk/corpora film
Lawrence Of Arabia (1962),film,,dariusk/corpora film
Vertigo (1958),film,,dariusk/corpora film
Psycho (1960),film,,dariusk/corpora film
The Godfather: Part Ii (1974),film,,dariusk/corpora film
On The Waterfront (1954),film,,dariusk/corpora film
Forrest Gump (1994),film,,dariusk/corpora film
The Sound Of Music (1965),film,,dariusk/corpora film
12 Angry Men (1957),film,,dariusk/corpora film
West Side Story (1961),film,,dariusk/corpora film
Star Wars: Episode Iv - A New Hope (1977),film,,dariusk/corpora film
2001: A Space Odyssey (1968),film,,dariusk/corpora film
Chinatown (1974),film,,dariusk/corpora film
Singin' In The Rain (1952),film,,dariusk/corpora film
